"name","ucnt","sum","ds","server","channel"
"紫禁宝匣开出元宝","2","20","2014-11-11","s47","iosky"
"血战奖励","11","171","2014-11-11","s47","iosky"
"升级奖励","2","30","2014-11-11","s48","iosky"
"名山寻宝","1","40","2014-11-11","s48","iosky"
"小宝赠宝获取奖励","3","140","2014-11-11","s48","iosky"
"每日登录送元宝","1","5","2014-11-11","s48","iosky"
"系统消息附带的奖励","20","5820","2014-11-11","s48","iosky"
"紫禁宝匣开出元宝","1","5","2014-11-11","s48","iosky"
"血战奖励","14","392","2014-11-11","s48","iosky"
"首次充值奖励","1","10","2014-11-11","s48","iosky"
"首次充值奖励翻倍","1","110","2014-11-11","s48","iosky"
"升级奖励","3","30","2014-11-11","s49","iosky"
"小宝赠宝获取奖励","3","40","2014-11-11","s49","iosky"
"每日登录送元宝","1","5","2014-11-11","s49","iosky"
"系统消息附带的奖励","15","4690","2014-11-11","s49","iosky"
"紫禁宝匣开出元宝","3","130","2014-11-11","s49","iosky"
"血战奖励","8","157","2014-11-11","s49","iosky"
"升级奖励","2","20","2014-11-11","s5","iosky"
"小宝赠宝获取奖励","8","150","2014-11-11","s5","iosky"
"每日登录送元宝","1","5","2014-11-11","s5","iosky"
"系统消息附带的奖励","27","6690","2014-11-11","s5","iosky"
"紫禁宝匣开出元宝","4","725","2014-11-11","s5","iosky"
"血战奖励","13","534","2014-11-11","s5","iosky"
"首次充值奖励","1","1300","2014-11-11","s5","iosky"
"首次充值奖励翻倍","1","11300","2014-11-11","s5","iosky"
"升级奖励","6","60","2014-11-11","s50","iosky"
"小宝赠宝获取奖励","7","80","2014-11-11","s50","iosky"
"每日登录送元宝","2","10","2014-11-11","s50","iosky"
"系统消息附带的奖励","24","6255","2014-11-11","s50","iosky"
"紫禁宝匣开出元宝","1","5","2014-11-11","s50","iosky"
"血战奖励","14","476","2014-11-11","s50","iosky"
"升级奖励","6","160","2014-11-11","s51","iosky"
"升级活动奖励","1","110","2014-11-11","s51","iosky"
"名山寻宝","2","110","2014-11-11","s51","iosky"
"小宝赠宝获取奖励","9","205","2014-11-11","s51","iosky"
"每日登录送元宝","4","20","2014-11-11","s51","iosky"
"系统消息附带的奖励","34","9925","2014-11-11","s51","iosky"
"紫禁宝匣开出元宝","7","125","2014-11-11","s51","iosky"
"血战奖励","17","441","2014-11-11","s51","iosky"
"首次充值奖励","2","60","2014-11-11","s51","iosky"
"首次充值奖励翻倍","2","660","2014-11-11","s51","iosky"
"小宝赠宝获取奖励","9","210","2014-11-11","s52","iosky"
"每日登录送元宝","3","15","2014-11-11","s52","iosky"
"系统消息附带的奖励","23","6195","2014-11-11","s52","iosky"
"紫禁宝匣开出元宝","2","15","2014-11-11","s52","iosky"
"血战奖励","13","224","2014-11-11","s52","iosky"
"cdkey","1","50","2014-11-11","s53","iosky"
"充值奖励","2","670","2014-11-11","s53","iosky"
"升级奖励","4","150","2014-11-11","s53","iosky"
"奖励100元宝,微信首次登陆","1","100","2014-11-11","s53","iosky"
"小宝赠宝获取奖励","7","180","2014-11-11","s53","iosky"
"系统消息附带的奖励","24","6845","2014-11-11","s53","iosky"
"紫禁宝匣开出元宝","4","130","2014-11-11","s53","iosky"
"血战奖励","11","220","2014-11-11","s53","iosky"
"首次充值奖励","1","600","2014-11-11","s53","iosky"
"首次充值奖励翻倍","1","5600","2014-11-11","s53","iosky"
"充值奖励","1","30","2014-11-11","s54","iosky"
"八阵图奖励","6","170","2014-11-11","s54","iosky"
"升级奖励","17","530","2014-11-11","s54","iosky"
"升级活动奖励","12","3160","2014-11-11","s54","iosky"
"名山寻宝","1","10","2014-11-11","s54","iosky"
"小宝赠宝获取奖励","4","60","2014-11-11","s54","iosky"
"系统消息附带的奖励","17","5025","2014-11-11","s54","iosky"
"紫禁宝匣开出元宝","2","15","2014-11-11","s54","iosky"
"血战奖励","9","187","2014-11-11","s54","iosky"
"首次充值奖励","1","10","2014-11-11","s54","iosky"
"首次充值奖励翻倍","1","110","2014-11-11","s54","iosky"
"升级奖励","7","110","2014-11-11","s55","iosky"
"小宝赠宝获取奖励","5","50","2014-11-11","s55","iosky"
"系统消息附带的奖励","16","5085","2014-11-11","s55","iosky"
"紫禁宝匣开出元宝","6","55","2014-11-11","s55","iosky"
"血战奖励","8","230","2014-11-11","s55","iosky"
"充值奖励","1","1300","2014-11-11","s56","iosky"
"八阵图奖励","3","60","2014-11-11","s56","iosky"
"升级奖励","10","150","2014-11-11","s56","iosky"
"升级活动奖励","1","100","2014-11-11","s56","iosky"
"名山寻宝","1","10","2014-11-11","s56","iosky"
"小宝赠宝获取奖励","8","220","2014-11-11","s56","iosky"
"每日登录送元宝","2","10","2014-11-11","s56","iosky"
"签到累计奖励","1","100","2014-11-11","s56","iosky"
"系统消息附带的奖励","38","9840","2014-11-11","s56","iosky"
"紫禁宝匣开出元宝","5","40","2014-11-11","s56","iosky"
"血战奖励","15","269","2014-11-11","s56","iosky"
"八阵图奖励","1","40","2014-11-11","s57","iosky"
"升级奖励","1","30","2014-11-11","s57","iosky"
"名山寻宝","1","10","2014-11-11","s57","iosky"
"小宝赠宝获取奖励","5","140","2014-11-11","s57","iosky"
"每日登录送元宝","2","10","2014-11-11","s57","iosky"
"签到累计奖励","1","100","2014-11-11","s57","iosky"
"系统消息附带的奖励","21","6220","2014-11-11","s57","iosky"
"紫禁宝匣开出元宝","4","40","2014-11-11","s57","iosky"
"血战奖励","11","201","2014-11-11","s57","iosky"
"充值奖励","2","60","2014-11-11","s58","iosky"
"八阵图奖励","3","90","2014-11-11","s58","iosky"
"升级奖励","6","120","2014-11-11","s58","iosky"
"名山寻宝","1","45","2014-11-11","s58","iosky"
"小宝赠宝获取奖励","9","235","2014-11-11","s58","iosky"
"每日登录送元宝","2","10","2014-11-11","s58","iosky"
"系统消息附带的奖励","46","11370","2014-11-11","s58","iosky"
"紫禁宝匣开出元宝","9","75","2014-11-11","s58","iosky"
"血战奖励","17","367","2014-11-11","s58","iosky"
"首次充值奖励","1","30","2014-11-11","s58","iosky"
"首次充值奖励翻倍","1","330","2014-11-11","s58","iosky"
"cdkey","2","411","2014-11-11","s59","iosky"
"八阵图奖励","1","40","2014-11-11","s59","iosky"
"升级奖励","7","110","2014-11-11","s59","iosky"
"升级活动奖励","3","1700","2014-11-11","s59","iosky"
"名山寻宝","3","220","2014-11-11","s59","iosky"
"小宝赠宝获取奖励","5","70","2014-11-11","s59","iosky"
"每日登录送元宝","2","10","2014-11-11","s59","iosky"
"系统消息附带的奖励","28","7915","2014-11-11","s59","iosky"
"紫禁宝匣开出元宝","2","10","2014-11-11","s59","iosky"
"血战奖励","17","399","2014-11-11","s59","iosky"
"首次充值奖励","2","60","2014-11-11","s59","iosky"
"首次充值奖励翻倍","2","660","2014-11-11","s59","iosky"
"充值奖励","1","10","2014-11-11","s6","iosky"
"八阵图奖励","1","20","2014-11-11","s6","iosky"
"升级奖励","1","90","2014-11-11","s6","iosky"
"升级活动奖励","1","210","2014-11-11","s6","iosky"
"名山寻宝","1","10","2014-11-11","s6","iosky"
"小宝赠宝获取奖励","11","270","2014-11-11","s6","iosky"
"系统消息附带的奖励","45","10540","2014-11-11","s6","iosky"
"紫禁宝匣开出元宝","4","30","2014-11-11","s6","iosky"
"血战奖励","28","969","2014-11-11","s6","iosky"
"财源滚滚得到元宝","1","494","2014-11-11","s6","iosky"
"充值奖励","2","60","2014-11-11","s60","iosky"
"升级奖励","5","80","2014-11-11","s60","iosky"
"升级活动奖励","1","100","2014-11-11","s60","iosky"
"名山寻宝","2","55","2014-11-11","s60","iosky"
"小宝赠宝获取奖励","8","175","2014-11-11","s60","iosky"
"每日登录送元宝","4","20","2014-11-11","s60","iosky"
"系统消息附带的奖励","32","6965","2014-11-11","s60","iosky"
"紫禁宝匣开出元宝","2","20","2014-11-11","s60","iosky"
"血战奖励","12","229","2014-11-11","s60","iosky"
"升级奖励","5","60","2014-11-11","s61","iosky"
"升级活动奖励","1","500","2014-11-11","s61","iosky"
"名山寻宝","2","20","2014-11-11","s61","iosky"
"奖励100元宝,微信首次登陆","1","100","2014-11-11","s61","iosky"
"小宝赠宝获取奖励","10","210","2014-11-11","s61","iosky"
"每日登录送元宝","2","10","2014-11-11","s61","iosky"
"系统消息附带的奖励","24","6550","2014-11-11","s61","iosky"
"血战奖励","12","166","2014-11-11","s61","iosky"
"八阵图奖励","1","20","2014-11-11","s62","iosky"
"升级奖励","11","190","2014-11-11","s62","iosky"
"升级活动奖励","5","840","2014-11-11","s62","iosky"
"名山寻宝","1","30","2014-11-11","s62","iosky"
"小宝赠宝获取奖励","6","150","2014-11-11","s62","iosky"
"每日登录送元宝","1","5","2014-11-11","s62","iosky"
"签到累计奖励","4","400","2014-11-11","s62","iosky"
"系统消息附带的奖励","29","7360","2014-11-11","s62","iosky"
"紫禁宝匣开出元宝","4","60","2014-11-11","s62","iosky"
"血战奖励","10","132","2014-11-11","s62","iosky"
"财源滚滚得到元宝","4","1503","2014-11-11","s62","iosky"
"升级奖励","3","30","2014-11-11","s63","iosky"
"小宝赠宝获取奖励","5","145","2014-11-11","s63","iosky"
"每日登录送元宝","2","10","2014-11-11","s63","iosky"
"系统消息附带的奖励","18","5705","2014-11-11","s63","iosky"
"紫禁宝匣开出元宝","4","25","2014-11-11","s63","iosky"
"血战奖励","9","220","2014-11-11","s63","iosky"
"充值奖励","1","1300","2014-11-11","s64","iosky"
"充值返元宝","1","53","2014-11-11","s64","iosky"
"升级奖励","7","140","2014-11-11","s64","iosky"
"升级活动奖励","2","910","2014-11-11","s64","iosky"
"奖励100元宝,微信首次登陆","1","100","2014-11-11","s64","iosky"
"小宝赠宝获取奖励","9","210","2014-11-11","s64","iosky"
"每日登录送元宝","2","10","2014-11-11","s64","iosky"
"签到累计奖励","1","100","2014-11-11","s64","iosky"
"系统消息附带的奖励","21","5690","2014-11-11","s64","iosky"
"紫禁宝匣开出元宝","2","20","2014-11-11","s64","iosky"
"血战奖励","10","223","2014-11-11","s64","iosky"
"充值返元宝","3","868","2014-11-11","s65","iosky"
"八阵图奖励","2","40","2014-11-11","s65","iosky"
"升级奖励","8","130","2014-11-11","s65","iosky"
"升级活动奖励","3","1700","2014-11-11","s65","iosky"
"名山寻宝","2","20","2014-11-11","s65","iosky"
"小宝赠宝获取奖励","7","200","2014-11-11","s65","iosky"
"每日登录送元宝","4","20","2014-11-11","s65","iosky"
"签到累计奖励","1","100","2014-11-11","s65","iosky"
"系统消息附带的奖励","29","7375","2014-11-11","s65","iosky"
"紫禁宝匣开出元宝","5","60","2014-11-11","s65","iosky"
"血战奖励","14","242","2014-11-11","s65","iosky"
"充值奖励","1","10","2014-11-11","s66","iosky"
"充值返元宝","5","1287","2014-11-11","s66","iosky"
"升级奖励","15","200","2014-11-11","s66","iosky"
"升级活动奖励","4","1200","2014-11-11","s66","iosky"
"名山寻宝","2","40","2014-11-11","s66","iosky"
"小宝赠宝获取奖励","4","170","2014-11-11","s66","iosky"
"每日登录送元宝","4","20","2014-11-11","s66","iosky"
"系统消息附带的奖励","33","8260","2014-11-11","s66","iosky"
"紫禁宝匣开出元宝","4","30","2014-11-11","s66","iosky"
"血战奖励","6","56","2014-11-11","s66","iosky"
"充值奖励","1","1300","2014-11-11","s67","iosky"
"充值返元宝","2","999","2014-11-11","s67","iosky"
"升级奖励","3","40","2014-11-11","s67","iosky"
"名山寻宝","1","45","2014-11-11","s67","iosky"
"小宝赠宝获取奖励","3","40","2014-11-11","s67","iosky"
"每日登录送元宝","2","10","2014-11-11","s67","iosky"
"系统消息附带的奖励","18","5505","2014-11-11","s67","iosky"
"紫禁宝匣开出元宝","4","30","2014-11-11","s67","iosky"
"血战奖励","3","31","2014-11-11","s67","iosky"
"充值奖励","4","650","2014-11-11","s68","iosky"
"充值返元宝","2","1500","2014-11-11","s68","iosky"
"八阵图奖励","11","590","2014-11-11","s68","iosky"
"升级奖励","27","770","2014-11-11","s68","iosky"
"升级活动奖励","8","1960","2014-11-11","s68","iosky"
"名山寻宝","4","60","2014-11-11","s68","iosky"
"奖励100元宝,微信首次登陆","5","500","2014-11-11","s68","iosky"
"小宝赠宝获取奖励","7","170","2014-11-11","s68","iosky"
"每日登录送元宝","7","35","2014-11-11","s68","iosky"
"系统消息附带的奖励","23","5615","2014-11-11","s68","iosky"
"紫禁宝匣开出元宝","2","25","2014-11-11","s68","iosky"
"血战奖励","11","111","2014-11-11","s68","iosky"
"财源滚滚得到元宝","4","1401","2014-11-11","s68","iosky"
"充值返元宝","3","560","2014-11-11","s69","iosky"
"八阵图奖励","10","430","2014-11-11","s69","iosky"
"升级奖励","26","390","2014-11-11","s69","iosky"
"升级活动奖励","11","3920","2014-11-11","s69","iosky"
"名山寻宝","4","75","2014-11-11","s69","iosky"
"小宝赠宝获取奖励","6","135","2014-11-11","s69","iosky"
"每日登录送元宝","10","50","2014-11-11","s69","iosky"
"签到累计奖励","2","200","2014-11-11","s69","iosky"
"系统消息附带的奖励","39","7030","2014-11-11","s69","iosky"
"紫禁宝匣开出元宝","1","10","2014-11-11","s69","iosky"
"血战奖励","7","60","2014-11-11","s69","iosky"
"升级奖励","1","10","2014-11-11","s7","iosky"
"升级活动奖励","1","600","2014-11-11","s7","iosky"
"小宝赠宝获取奖励","11","230","2014-11-11","s7","iosky"
"每日登录送元宝","1","5","2014-11-11","s7","iosky"
"系统消息附带的奖励","46","9915","2014-11-11","s7","iosky"
"紫禁宝匣开出元宝","4","40","2014-11-11","s7","iosky"
"血战奖励","19","837","2014-11-11","s7","iosky"
"充值奖励","1","340","2014-11-11","s70","iosky"
"充值返元宝","2","115","2014-11-11","s70","iosky"
"八阵图奖励","42","1850","2014-11-11","s70","iosky"
"升级奖励","228","2800","2014-11-11","s70","iosky"
"升级活动奖励","168","36190","2014-11-11","s70","iosky"
"名山寻宝","4","50","2014-11-11","s70","iosky"
"奖励100元宝,微信首次登陆","5","500","2014-11-11","s70","iosky"
"小宝赠宝获取奖励","9","160","2014-11-11","s70","iosky"
"每日登录送元宝","8","40","2014-11-11","s70","iosky"
"签到累计奖励","9","900","2014-11-11","s70","iosky"
"系统消息附带的奖励","30","5535","2014-11-11","s70","iosky"
"紫禁宝匣开出元宝","1","15","2014-11-11","s70","iosky"
"血战奖励","1","6","2014-11-11","s70","iosky"
"财源滚滚得到元宝","10","1986","2014-11-11","s70","iosky"
"首次充值奖励","1","10","2014-11-11","s70","iosky"
"首次充值奖励翻倍","2","220","2014-11-11","s70","iosky"
"cdkey","3","761","2014-11-11","s71","iosky"
"充值奖励","4","3170","2014-11-11","s71","iosky"
"八阵图奖励","31","940","2014-11-11","s71","iosky"
"升级奖励","115","6630","2014-11-11","s71","iosky"
"升级活动奖励","83","14931","2014-11-11","s71","iosky"
"奖励100元宝,微信首次登陆","65","6500","2014-11-11","s71","iosky"
"小宝赠宝获取奖励","1","15","2014-11-11","s71","iosky"
"每日登录送元宝","8","40","2014-11-11","s71","iosky"
"血战奖励","4","24","2014-11-11","s71","iosky"
"财源滚滚得到元宝","85","147642","2014-11-11","s71","iosky"
"首次充值奖励","14","5520","2014-11-11","s71","iosky"
"首次充值奖励翻倍","14","49520","2014-11-11","s71","iosky"
"八阵图奖励","1","40","2014-11-11","s8","iosky"
"升级奖励","1","50","2014-11-11","s8","iosky"
"升级活动奖励","1","110","2014-11-11","s8","iosky"
"小宝赠宝获取奖励","7","160","2014-11-11","s8","iosky"
"签到累计奖励","1","100","2014-11-11","s8","iosky"
"系统消息附带的奖励","23","6380","2014-11-11","s8","iosky"
"紫禁宝匣开出元宝","3","35","2014-11-11","s8","iosky"
"血战奖励","14","508","2014-11-11","s8","iosky"
"财源滚滚得到元宝","1","46","2014-11-11","s8","iosky"
"充值奖励","2","4020","2014-11-11","s9","iosky"
"升级活动奖励","1","2530","2014-11-11","s9","iosky"
"名山寻宝","1","60","2014-11-11","s9","iosky"
"奖励100元宝,微信首次登陆","1","100","2014-11-11","s9","iosky"
"小宝赠宝获取奖励","6","130","2014-11-11","s9","iosky"
"系统消息附带的奖励","26","7235","2014-11-11","s9","iosky"
"紫禁宝匣开出元宝","2","10","2014-11-11","s9","iosky"
"血战奖励","18","553","2014-11-11","s9","iosky"
"充值奖励","1","10","2014-11-11","s10","iospp"
"小宝赠宝获取奖励","14","370","2014-11-11","s10","iospp"
"献花奖励","32","160","2014-11-11","s10","iospp"
"系统消息附带的奖励","48","10760","2014-11-11","s10","iospp"
"紫禁宝匣开出元宝","11","80","2014-11-11","s10","iospp"
"血战奖励","34","1413","2014-11-11","s10","iospp"
"八阵图奖励","1","30","2014-11-11","s11","iospp"
"升级奖励","5","130","2014-11-11","s11","iospp"
"升级活动奖励","3","450","2014-11-11","s11","iospp"
"奖励100元宝,微信首次登陆","1","100","2014-11-11","s11","iospp"
"小宝赠宝获取奖励","18","460","2014-11-11","s11","iospp"
"每日登录送元宝","1","5","2014-11-11","s11","iospp"
"献花奖励","44","220","2014-11-11","s11","iospp"
"系统消息附带的奖励","53","11445","2014-11-11","s11","iospp"
"紫禁宝匣开出元宝","15","190","2014-11-11","s11","iospp"
"血战奖励","37","2256","2014-11-11","s11","iospp"
"财源滚滚得到元宝","1","56","2014-11-11","s11","iospp"
"升级奖励","4","40","2014-11-11","s12","iospp"
"小宝赠宝获取奖励","15","390","2014-11-11","s12","iospp"
"献花奖励","31","155","2014-11-11","s12","iospp"
"系统消息附带的奖励","44","17565","2014-11-11","s12","iospp"
"紫禁宝匣开出元宝","9","255","2014-11-11","s12","iospp"
"血战奖励","27","1532","2014-11-11","s12","iospp"
"小宝赠宝获取奖励","13","290","2014-11-11","s13","iospp"
"每日登录送元宝","1","5","2014-11-11","s13","iospp"
"献花奖励","24","120","2014-11-11","s13","iospp"
"系统消息附带的奖励","42","10105","2014-11-11","s13","iospp"
"紫禁宝匣开出元宝","5","60","2014-11-11","s13","iospp"
"血战奖励","29","1141","2014-11-11","s13","iospp"
"首次充值奖励","1","30","2014-11-11","s13","iospp"
"首次充值奖励翻倍","1","330","2014-11-11","s13","iospp"
"充值奖励","1","2600","2014-11-11","s14","iospp"
"升级奖励","2","60","2014-11-11","s14","iospp"
"升级活动奖励","1","500","2014-11-11","s14","iospp"
"小宝赠宝获取奖励","15","320","2014-11-11","s14","iospp"
"每日登录送元宝","1","5","2014-11-11","s14","iospp"
"献花奖励","32","160","2014-11-11","s14","iospp"
"系统消息附带的奖励","41","10655","2014-11-11","s14","iospp"
"紫禁宝匣开出元宝","10","205","2014-11-11","s14","iospp"
"血战奖励","28","1411","2014-11-11","s14","iospp"
"小宝赠宝获取奖励","8","150","2014-11-11","s15","iospp"
"每日登录送元宝","2","10","2014-11-11","s15","iospp"
"系统消息附带的奖励","43","11130","2014-11-11","s15","iospp"
"紫禁宝匣开出元宝","11","105","2014-11-11","s15","iospp"
"血战奖励","26","1092","2014-11-11","s15","iospp"
"小宝赠宝获取奖励","9","190","2014-11-11","s16","iospp"
"每日登录送元宝","4","20","2014-11-11","s16","iospp"
"系统消息附带的奖励","43","11310","2014-11-11","s16","iospp"
"紫禁宝匣开出元宝","6","100","2014-11-11","s16","iospp"
"血战奖励","27","1105","2014-11-11","s16","iospp"
"充值奖励","1","340","2014-11-11","s17","iospp"
"升级奖励","3","30","2014-11-11","s17","iospp"
"升级活动奖励","1","500","2014-11-11","s17","iospp"
"小宝赠宝获取奖励","6","135","2014-11-11","s17","iospp"
"系统消息附带的奖励","32","8190","2014-11-11","s17","iospp"
"紫禁宝匣开出元宝","5","35","2014-11-11","s17","iospp"
"血战奖励","22","953","2014-11-11","s17","iospp"
"升级奖励","1","10","2014-11-11","s18","iospp"
"名山寻宝","1","20","2014-11-11","s18","iospp"
"小宝赠宝获取奖励","8","160","2014-11-11","s18","iospp"
"每日登录送元宝","3","15","2014-11-11","s18","iospp"
"系统消息附带的奖励","44","10735","2014-11-11","s18","iospp"
"紫禁宝匣开出元宝","8","70","2014-11-11","s18","iospp"
"血战奖励","23","864","2014-11-11","s18","iospp"
"cdkey","1","50","2014-11-11","s19","iospp"
"八阵图奖励","1","30","2014-11-11","s19","iospp"
"小宝赠宝获取奖励","17","490","2014-11-11","s19","iospp"
"系统消息附带的奖励","47","14615","2014-11-11","s19","iospp"
"紫禁宝匣开出元宝","5","250","2014-11-11","s19","iospp"
"血战奖励","24","1061","2014-11-11","s19","iospp"
"升级奖励","1","20","2014-11-11","s20","iospp"
"升级活动奖励","1","1210","2014-11-11","s20","iospp"
"名山寻宝","1","35","2014-11-11","s20","iospp"
"小宝赠宝获取奖励","12","340","2014-11-11","s20","iospp"
"系统消息附带的奖励","41","10260","2014-11-11","s20","iospp"
"紫禁宝匣开出元宝","6","45","2014-11-11","s20","iospp"
"血战奖励","26","962","2014-11-11","s20","iospp"
"首次充值奖励","1","10","2014-11-11","s20","iospp"
"首次充值奖励翻倍","1","110","2014-11-11","s20","iospp"
"充值奖励","1","110","2014-11-11","s21","iospp"
"名山寻宝","1","45","2014-11-11","s21","iospp"
"小宝赠宝获取奖励","10","210","2014-11-11","s21","iospp"
"系统消息附带的奖励","26","6800","2014-11-11","s21","iospp"
"紫禁宝匣开出元宝","3","4906","2014-11-11","s21","iospp"
"血战奖励","18","930","2014-11-11","s21","iospp"
"cdkey","1","50","2014-11-11","s22","iospp"
"名山寻宝","1","35","2014-11-11","s22","iospp"
"小宝赠宝获取奖励","5","140","2014-11-11","s22","iospp"
"系统消息附带的奖励","28","7180","2014-11-11","s22","iospp"
"紫禁宝匣开出元宝","8","75","2014-11-11","s22","iospp"
"血战奖励","20","972","2014-11-11","s22","iospp"
"升级奖励","2","30","2014-11-11","s23","iospp"
"名山寻宝","1","35","2014-11-11","s23","iospp"
"小宝赠宝获取奖励","8","240","2014-11-11","s23","iospp"
"系统消息附带的奖励","39","9590","2014-11-11","s23","iospp"
"紫禁宝匣开出元宝","9","60","2014-11-11","s23","iospp"
"血战奖励","19","941","2014-11-11","s23","iospp"
"升级奖励","2","30","2014-11-11","s24","iospp"
"名山寻宝","2","160","2014-11-11","s24","iospp"
"小宝赠宝获取奖励","12","210","2014-11-11","s24","iospp"
"每日登录送元宝","1","5","2014-11-11","s24","iospp"
"系统消息附带的奖励","38","8825","2014-11-11","s24","iospp"
"紫禁宝匣开出元宝","9","135","2014-11-11","s24","iospp"
"血战奖励","21","923","2014-11-11","s24","iospp"
"八阵图奖励","1","20","2014-11-11","s25","iospp"
"升级奖励","2","90","2014-11-11","s25","iospp"
"名山寻宝","2","20","2014-11-11","s25","iospp"
"小宝赠宝获取奖励","9","190","2014-11-11","s25","iospp"
"每日登录送元宝","1","5","2014-11-11","s25","iospp"
"献花奖励","16","32","2014-11-11","s25","iospp"
"系统消息附带的奖励","36","9440","2014-11-11","s25","iospp"
"紫禁宝匣开出元宝","5","60","2014-11-11","s25","iospp"
"血战奖励","27","1045","2014-11-11","s25","iospp"
"小宝赠宝获取奖励","7","190","2014-11-11","s26","iospp"
"每日登录送元宝","1","5","2014-11-11","s26","iospp"
"献花奖励","9","18","2014-11-11","s26","iospp"
"系统消息附带的奖励","29","7725","2014-11-11","s26","iospp"
"紫禁宝匣开出元宝","5","65","2014-11-11","s26","iospp"
"血战奖励","21","887","2014-11-11","s26","iospp"
"升级奖励","1","40","2014-11-11","s27","iospp"
"小宝赠宝获取奖励","12","360","2014-11-11","s27","iospp"
"每日登录送元宝","1","5","2014-11-11","s27","iospp"
"献花奖励","18","36","2014-11-11","s27","iospp"
"系统消息附带的奖励","40","10210","2014-11-11","s27","iospp"
"紫禁宝匣开出元宝","3","25","2014-11-11","s27","iospp"
"血战奖励","19","525","2014-11-11","s27","iospp"
"升级奖励","1","40","2014-11-11","s28","iospp"
"小宝赠宝获取奖励","14","410","2014-11-11","s28","iospp"
"献花奖励","12","24","2014-11-11","s28","iospp"
"系统消息附带的奖励","43","9835","2014-11-11","s28","iospp"
"紫禁宝匣开出元宝","7","100","2014-11-11","s28","iospp"
"血战奖励","31","1320","2014-11-11","s28","iospp"
"充值奖励","1","30","2014-11-11","s29","iospp"
"升级奖励","3","90","2014-11-11","s29","iospp"
"升级活动奖励","1","50","2014-11-11","s29","iospp"
"名山寻宝","1","75","2014-11-11","s29","iospp"
"小宝赠宝获取奖励","11","250","2014-11-11","s29","iospp"
"献花奖励","33","66","2014-11-11","s29","iospp"
"系统消息附带的奖励","47","14835","2014-11-11","s29","iospp"
"紫禁宝匣开出元宝","12","155","2014-11-11","s29","iospp"
"血战奖励","36","1368","2014-11-11","s29","iospp"
"财源滚滚得到元宝","1","38","2014-11-11","s29","iospp"
"cdkey","1","50","2014-11-11","s3","iospp"
"充值奖励","1","50","2014-11-11","s3","iospp"
"升级奖励","3","40","2014-11-11","s3","iospp"
"小宝赠宝获取奖励","24","600","2014-11-11","s3","iospp"
"每日登录送元宝","4","20","2014-11-11","s3","iospp"
"系统消息附带的奖励","62","12530","2014-11-11","s3","iospp"
"紫禁宝匣开出元宝","21","425","2014-11-11","s3","iospp"
"血战奖励","44","2712","2014-11-11","s3","iospp"
"首次充值奖励","1","1300","2014-11-11","s3","iospp"
"首次充值奖励翻倍","1","11300","2014-11-11","s3","iospp"
"充值奖励","1","280","2014-11-11","s30","iospp"
"升级奖励","1","40","2014-11-11","s30","iospp"
"小宝赠宝获取奖励","14","380","2014-11-11","s30","iospp"
"献花奖励","14","28","2014-11-11","s30","iospp"
"系统消息附带的奖励","35","9465","2014-11-11","s30","iospp"
"紫禁宝匣开出元宝","4","90","2014-11-11","s30","iospp"
"血战奖励","21","706","2014-11-11","s30","iospp"
"cdkey","2","200","2014-11-11","s31","iospp"
"充值奖励","1","20","2014-11-11","s31","iospp"
"升级奖励","3","30","2014-11-11","s31","iospp"
"升级活动奖励","1","300","2014-11-11","s31","iospp"
"名山寻宝","1","35","2014-11-11","s31","iospp"
"小宝赠宝获取奖励","10","340","2014-11-11","s31","iospp"
"每日登录送元宝","1","5","2014-11-11","s31","iospp"
"献花奖励","14","28","2014-11-11","s31","iospp"
"系统消息附带的奖励","43","10835","2014-11-11","s31","iospp"
"紫禁宝匣开出元宝","10","170","2014-11-11","s31","iospp"
"血战奖励","27","1214","2014-11-11","s31","iospp"
"充值奖励","1","1300","2014-11-11","s32","iospp"
"小宝赠宝获取奖励","12","370","2014-11-11","s32","iospp"
"每日登录送元宝","1","5","2014-11-11","s32","iospp"
"系统消息附带的奖励","31","7170","2014-11-11","s32","iospp"
"紫禁宝匣开出元宝","10","180","2014-11-11","s32","iospp"
"血战奖励","19","874","2014-11-11","s32","iospp"
"首次充值奖励","1","1300","2014-11-11","s32","iospp"
"首次充值奖励翻倍","1","11300","2014-11-11","s32","iospp"
"八阵图奖励","1","10","2014-11-11","s33","iospp"
"升级奖励","1","10","2014-11-11","s33","iospp"
"名山寻宝","1","80","2014-11-11","s33","iospp"
"小宝赠宝获取奖励","13","300","2014-11-11","s33","iospp"
"每日登录送元宝","3","15","2014-11-11","s33","iospp"
"系统消息附带的奖励","35","10840","2014-11-11","s33","iospp"
"紫禁宝匣开出元宝","8","120","2014-11-11","s33","iospp"
"血战奖励","23","654","2014-11-11","s33","iospp"
"升级奖励","3","60","2014-11-11","s34","iospp"
"升级活动奖励","1","110","2014-11-11","s34","iospp"
"奖励100元宝,微信首次登陆","1","100","2014-11-11","s34","iospp"
"小宝赠宝获取奖励","12","290","2014-11-11","s34","iospp"
"每日登录送元宝","2","10","2014-11-11","s34","iospp"
"系统消息附带的奖励","30","8610","2014-11-11","s34","iospp"
"紫禁宝匣开出元宝","8","55","2014-11-11","s34","iospp"
"血战奖励","21","750","2014-11-11","s34","iospp"
"财源滚滚得到元宝","1","521","2014-11-11","s34","iospp"
"升级奖励","1","10","2014-11-11","s35","iospp"
